분쟁ID,연도,발생지,정부군(교전A),반군/적대측(교전B),분쟁원인,전쟁강도,분쟁유형,지역,사망자_추정치,사망자_최소,사망자_최대,확전이력,종료여부,사망자규모,분쟁지역명,분쟁시작일,분쟁종료일
387,2016,앙골라,앙골라 정부,FLEC-FAC-TN,영토,소규모,내전,아프리카,25.0,9.0,185.0,없음,진행중,소규모,Cabinda,1989-08-04,
387,2017,앙골라,앙골라 정부,FLEC-FAC-TN,영토,소규모,내전,아프리카,25.0,16.0,111.0,없음,종료,소규모,Cabinda,1989-08-04,2017-12-31
387,2019,앙골라,앙골라 정부,FLEC-FAC-TN,영토,소규모,내전,아프리카,25.0,10.0,50.0,없음,진행중,소규모,Cabinda,1989-08-04,
387,2020,앙골라,앙골라 정부,FLEC-FAC-TN,영토,소규모,내전,아프리카,25.0,11.0,136.0,없음,종료,소규모,Cabinda,1989-08-04,2020-12-31
387,2022,앙골라,앙골라 정부,FLEC-FAC-TN,영토,소규모,내전,아프리카,25.0,6.0,149.0,없음,종료,소규모,Cabinda,1989-08-04,2022-12-31
387,2024,앙골라,앙골라 정부,FLEC-FAC-TN,영토,소규모,내전,아프리카,25.0,10.0,109.0,없음,진행중,소규모,Cabinda,1989-08-04,
388,1991,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,비국가분쟁,유럽,35.0,35.0,35.0,없음,진행중,소규모,Artsakh (Nagorno-Karabakh),1991-12-29,
388,1992,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,전면전,비국가분쟁,유럽,2167.0,2099.0,3635.0,있음,진행중,대규모,Artsakh (Nagorno-Karabakh),1991-12-29,
388,1993,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,전면전,비국가분쟁,유럽,1171.0,968.0,1801.0,있음,진행중,대규모,Artsakh (Nagorno-Karabakh),1991-12-29,
388,1994,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,전면전,내전,유럽,1507.0,1257.0,3937.0,있음,종료,대규모,Artsakh (Nagorno-Karabakh),1991-12-29,1994-07-15
388,1997,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,비국가분쟁,유럽,29.0,29.0,36.0,있음,진행중,소규모,Artsakh (Nagorno-Karabakh),1991-12-29,
388,1998,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,비국가분쟁,유럽,34.0,34.0,38.0,있음,종료,소규모,Artsakh (Nagorno-Karabakh),1991-12-29,1998-12-31
388,2005,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,비국가분쟁,유럽,25.0,25.0,26.0,있음,종료,소규모,Artsakh (Nagorno-Karabakh),1991-12-29,2005-12-05
388,2008,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,비국가분쟁,유럽,30.0,30.0,43.0,있음,종료,소규모,Artsakh (Nagorno-Karabakh),1991-12-29,2008-12-31
388,2012,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,비국가분쟁,유럽,25.0,25.0,27.0,있음,종료,소규모,Artsakh (Nagorno-Karabakh),1991-12-29,2012-09-25
388,2014,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,비국가분쟁,유럽,46.0,45.0,54.0,있음,진행중,소규모,Artsakh (Nagorno-Karabakh),1991-12-29,
388,2015,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,비국가분쟁,유럽,72.0,65.0,121.0,있음,진행중,소규모,Artsakh (Nagorno-Karabakh),1991-12-29,
388,2016,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,비국가분쟁,유럽,141.0,141.0,263.0,있음,진행중,중규모,Artsakh (Nagorno-Karabakh),1991-12-29,
388,2017,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,비국가분쟁,유럽,36.0,36.0,37.0,있음,종료,소규모,Artsakh (Nagorno-Karabakh),1991-12-29,2017-12-14
388,2020,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,전면전,비국가분쟁,유럽,7646.0,7547.0,9076.0,있음,진행중,대규모,Artsakh (Nagorno-Karabakh),1991-12-29,
388,2021,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,비국가분쟁,유럽,40.0,40.0,43.0,있음,진행중,소규모,Artsakh (Nagorno-Karabakh),1991-12-29,
388,2022,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,비국가분쟁,유럽,308.0,308.0,310.0,있음,진행중,중규모,Artsakh (Nagorno-Karabakh),1991-12-29,
388,2023,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,비국가분쟁,유럽,462.0,462.0,462.0,있음,종료,중규모,Artsakh (Nagorno-Karabakh),1991-12-29,2023-12-04
389,1992,보스니아헤르체고비나,Bosnia-Herzegovina 정부,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina",영토,전면전,비국가분쟁,유럽,16802.0,13897.0,19024.0,있음,진행중,대규모,Serb,1992-04-05,
389,1993,보스니아헤르체고비나,Bosnia-Herzegovina 정부,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina",영토,전면전,비국가분쟁,유럽,4980.0,4488.0,6326.0,있음,진행중,대규모,Serb,1992-04-05,
389,1994,보스니아헤르체고비나,Bosnia-Herzegovina 정부,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina",영토,전면전,내전,유럽,4873.0,4410.0,5609.0,있음,진행중,대규모,Serb,1992-04-05,
389,1995,보스니아헤르체고비나,Bosnia-Herzegovina 정부,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina",영토,전면전,내전,유럽,8061.0,7722.0,9761.0,있음,종료,대규모,Serb,1992-04-05,1995-12-14
390,1992,크로아티아,크로아티아 정부,"Serbian irregulars, Serbian Republic of Krajina",영토,전면전,비국가분쟁,유럽,4034.0,3998.0,4065.0,있음,진행중,대규모,Serb,1992-04-23,
390,1993,크로아티아,크로아티아 정부,Serbian Republic of Krajina,영토,소규모,비국가분쟁,유럽,418.0,418.0,486.0,있음,진행중,중규모,Serb,1992-04-23,
390,1994,크로아티아,크로아티아 정부,Serbian Republic of Krajina,영토,소규모,내전,유럽,86.0,86.0,86.0,있음,진행중,소규모,Serb,1992-04-23,
390,1995,크로아티아,크로아티아 정부,Serbian Republic of Krajina,영토,전면전,내전,유럽,1132.0,672.0,2823.0,있음,종료,대규모,Serb,1992-04-23,1995-09-13
391,1993,이집트,이집트 정부,al-Gama'a al-Islamiyya,정부/권력,소규모,내전,중동/북아프리카,103.0,103.0,119.0,없음,진행중,중규모,,1981-10-08,
391,1994,이집트,이집트 정부,al-Gama'a al-Islamiyya,정부/권력,소규모,내전,중동/북아프리카,145.0,145.0,157.0,없음,진행중,중규모,,1981-10-08,
391,1995,이집트,이집트 정부,al-Gama'a al-Islamiyya,정부/권력,소규모,내전,중동/북아프리카,191.0,191.0,199.0,없음,진행중,중규모,,1981-10-08,
391,1996,이집트,이집트 정부,al-Gama'a al-Islamiyya,정부/권력,소규모,내전,중동/북아프리카,85.0,85.0,99.0,없음,진행중,소규모,,1981-10-08,
391,1997,이집트,이집트 정부,al-Gama'a al-Islamiyya,정부/권력,소규모,내전,중동/북아프리카,66.0,66.0,69.0,없음,진행중,소규모,,1981-10-08,
391,1998,이집트,이집트 정부,al-Gama'a al-Islamiyya,정부/권력,소규모,내전,중동/북아프리카,27.0,27.0,29.0,없음,종료,소규모,,1981-10-08,1998-11-02
391,2014,이집트,이집트 정부,Ansar Bayt al-Maqdis,정부/권력,소규모,내전,중동/북아프리카,184.0,184.0,184.0,없음,종료,중규모,,1981-10-08,2014-10-24
391,2017,이집트,이집트 정부,"Harakit Sawa'id Misr, Jama'at Ansar al-Islam",정부/권력,소규모,내전,중동/북아프리카,103.0,103.0,160.0,있음,진행중,중규모,,1981-10-08,
391,2018,이집트,이집트 정부,Harakit Sawa'id Misr,정부/권력,소규모,내전,중동/북아프리카,28.0,28.0,28.0,있음,진행중,소규모,,1981-10-08,
391,2019,이집트,이집트 정부,Harakit Sawa'id Misr,정부/권력,소규모,내전,중동/북아프리카,48.0,42.0,54.0,있음,종료,소규모,,1981-10-08,2019-09-24
392,1992,조지아,조지아 정부,Republic of Abkhazia,영토,소규모,내전,유럽,566.0,566.0,1195.0,없음,진행중,중규모,Abkhazia,1992-08-14,
392,1993,조지아,조지아 정부,Republic of Abkhazia,영토,전면전,내전,유럽,1611.0,1611.0,2563.0,있음,종료,대규모,Abkhazia,1992-08-14,1993-11-29
393,1992,조지아,조지아 정부,Republic of South Ossetia,영토,소규모,내전,유럽,134.0,134.0,137.0,없음,종료,중규모,South Ossetia,1992-05-12,1992-08-14
393,2004,조지아,조지아 정부,Republic of South Ossetia,영토,소규모,내전,유럽,27.0,27.0,73.0,없음,종료,소규모,South Ossetia,1992-05-12,2004-10-12
393,2008,조지아,조지아 정부,Republic of South Ossetia,영토,소규모,비국가분쟁,유럽,621.0,621.0,859.0,없음,종료,중규모,South Ossetia,1992-05-12,2008-11-09
394,1992,몰도바,몰도바 정부,PMR,영토,소규모,내전,유럽,585.0,316.0,632.0,없음,종료,중규모,Dniestr,1992-03-01,1992-07-31
395,1992,타지키스탄,타지키스탄 정부,"PFT, UTO",정부/권력,전면전,비국가분쟁,아시아,3355.0,3352.0,5118.0,있음,진행중,대규모,,1992-05-05,
395,1993,타지키스탄,타지키스탄 정부,UTO,정부/권력,전면전,비국가분쟁,아시아,1395.0,1395.0,1596.0,있음,진행중,대규모,,1992-05-05,
395,1994,타지키스탄,타지키스탄 정부,UTO,정부/권력,소규모,비국가분쟁,아시아,356.0,356.0,645.0,있음,진행중,중규모,,1992-05-05,
395,1995,타지키스탄,타지키스탄 정부,UTO,정부/권력,소규모,비국가분쟁,아시아,368.0,362.0,649.0,있음,진행중,중규모,,1992-05-05,
395,1996,타지키스탄,타지키스탄 정부,UTO,정부/권력,전면전,비국가분쟁,아시아,2790.0,2790.0,2869.0,있음,진행중,대규모,,1992-05-05,
395,1997,타지키스탄,타지키스탄 정부,Forces of Khudoberdiyev,정부/권력,소규모,내전,아시아,87.0,87.0,87.0,있음,진행중,소규모,,1992-05-05,
395,1998,타지키스탄,타지키스탄 정부,"Forces of Khudoberdiyev, UTO",정부/권력,소규모,내전,아시아,600.0,600.0,617.0,있음,종료,중규모,,1992-05-05,1998-11-16
395,2000,타지키스탄,타지키스탄 정부,Forces of Mullo Abdullo,정부/권력,소규모,내전,아시아,46.0,46.0,46.0,있음,종료,소규모,,1992-05-05,2000-09-06
395,2010,타지키스탄,타지키스탄 정부,"Forces of Mullo Abdullo, IMU",정부/권력,소규모,내전,아시아,98.0,93.0,244.0,있음,진행중,소규모,,1992-05-05,
395,2011,타지키스탄,타지키스탄 정부,IMU,정부/권력,소규모,내전,아시아,28.0,21.0,30.0,있음,종료,소규모,,1992-05-05,2011-07-25
396,1993,아제르바이잔,아제르바이잔 정부,Military faction (forces of Suret Husseinov),정부/권력,소규모,내전,유럽,60.0,60.0,88.0,없음,종료,소규모,,1992-05-15,1993-06-15
396,1995,아제르바이잔,아제르바이잔 정부,OPON Forces,정부/권력,소규모,내전,유럽,44.0,44.0,72.0,없음,종료,소규모,,1992-05-15,1995-03-17
397,1993,보스니아헤르체고비나,Bosnia-Herzegovina 정부,Autonomous Province of Western Bosnia,영토,소규모,내전,유럽,231.0,202.0,317.0,없음,진행중,중규모,Bihaca Krajina,1992-06-28,
397,1994,보스니아헤르체고비나,Bosnia-Herzegovina 정부,Autonomous Province of Western Bosnia,영토,전면전,내전,유럽,1385.0,1372.0,1659.0,있음,진행중,대규모,Bihaca Krajina,1992-06-28,
397,1995,보스니아헤르체고비나,Bosnia-Herzegovina 정부,Autonomous Province of Western Bosnia,영토,소규모,내전,유럽,488.0,487.0,753.0,있음,종료,중규모,Bihaca Krajina,1992-06-28,1995-07-28
398,1992,보스니아헤르체고비나,Bosnia-Herzegovina 정부,Croatian Republic of Bosnia-Herzegovina,영토,소규모,내전,유럽,80.0,80.0,80.0,없음,진행중,소규모,Croat,1992-05-29,
398,1993,보스니아헤르체고비나,Bosnia-Herzegovina 정부,"Croatian irregulars, Croatian Republic of Bosnia-Herzegovina",영토,전면전,비국가분쟁,유럽,7949.0,7671.0,8764.0,있음,진행중,대규모,Croat,1992-05-29,
398,1994,보스니아헤르체고비나,Bosnia-Herzegovina 정부,"Croatian irregulars, Croatian Republic of Bosnia-Herzegovina",영토,소규모,내전,유럽,678.0,567.0,685.0,있음,종료,중규모,Croat,1992-05-29,1994-03-16
399,1993,러시아,Russia (Soviet Union) 정부,Parliamentary Forces,정부/권력,소규모,내전,유럽,145.0,145.0,147.0,없음,종료,중규모,,1991-08-20,1993-10-05
399,2023,러시아,Russia (Soviet Union) 정부,"LSR, RDK, Wagner",정부/권력,소규모,내전,유럽,97.0,60.0,176.0,없음,진행중,소규모,,1991-08-20,
399,2024,러시아,Russia (Soviet Union) 정부,LSR,정부/권력,소규모,내전,유럽,28.0,24.0,35.0,없음,진행중,소규모,,1991-08-20,
400,1994,멕시코,멕시코 정부,EZLN,정부/권력,소규모,내전,아메리카,145.0,145.0,445.0,없음,종료,중규모,,1994-01-01,1994-02-23
400,1996,멕시코,멕시코 정부,EPR,정부/권력,소규모,내전,아메리카,37.0,37.0,70.0,없음,종료,소규모,,1994-01-01,1996-12-31
401,1994,러시아,Russia (Soviet Union) 정부,Chechen Republic of Ichkeria,영토,소규모,내전,유럽,229.0,229.0,338.0,없음,진행중,중규모,Chechnya,1994-05-27,
401,1995,러시아,Russia (Soviet Union) 정부,Chechen Republic of Ichkeria,영토,전면전,내전,유럽,1754.0,1754.0,3896.0,있음,진행중,대규모,Chechnya,1994-05-27,
401,1996,러시아,Russia (Soviet Union) 정부,Chechen Republic of Ichkeria,영토,전면전,내전,유럽,2721.0,2704.0,4027.0,있음,종료,대규모,Chechnya,1994-05-27,1996-11-08
401,1999,러시아,Russia (Soviet Union) 정부,Chechen Republic of Ichkeria,영토,전면전,내전,유럽,5769.0,5734.0,12083.0,있음,진행중,대규모,Chechnya,1994-05-27,
401,2000,러시아,Russia (Soviet Union) 정부,Chechen Republic of Ichkeria,영토,전면전,내전,유럽,2907.0,2907.0,5329.0,있음,진행중,대규모,Chechnya,1994-05-27,
401,2001,러시아,Russia (Soviet Union) 정부,Chechen Republic of Ichkeria,영토,소규모,내전,유럽,791.0,790.0,1032.0,있음,진행중,중규모,Chechnya,1994-05-27,
401,2002,러시아,Russia (Soviet Union) 정부,Chechen Republic of Ichkeria,영토,전면전,내전,유럽,1289.0,1131.0,3196.0,있음,진행중,대규모,Chechnya,1994-05-27,
401,2003,러시아,Russia (Soviet Union) 정부,Chechen Republic of Ichkeria,영토,소규모,내전,유럽,480.0,476.0,626.0,있음,진행중,중규모,Chechnya,1994-05-27,
401,2004,러시아,Russia (Soviet Union) 정부,Chechen Republic of Ichkeria,영토,전면전,내전,유럽,1151.0,1134.0,1307.0,있음,진행중,대규모,Chechnya,1994-05-27,
401,2005,러시아,Russia (Soviet Union) 정부,Chechen Republic of Ichkeria,영토,소규모,내전,유럽,682.0,650.0,735.0,있음,진행중,중규모,Chechnya,1994-05-27,
401,2006,러시아,Russia (Soviet Union) 정부,Chechen Republic of Ichkeria,영토,소규모,내전,유럽,259.0,259.0,357.0,있음,진행중,중규모,Chechnya,1994-05-27,
401,2007,러시아,Russia (Soviet Union) 정부,Chechen Republic of Ichkeria,영토,소규모,내전,유럽,146.0,146.0,217.0,있음,종료,중규모,Chechnya,1994-05-27,2007-10-06
402,1994,예멘,Yemen (North Yemen) 정부,Democratic Republic of Yemen,영토,전면전,내전,중동/북아프리카,1489.0,1283.0,3253.0,있음,종료,대규모,South Yemen,1994-02-21,1994-07-04
403,1995,"에콰도르, 페루",Ecuador 정부,Government of Peru,영토,소규모,국제화내전,아메리카,99.0,92.0,303.0,없음,종료,소규모,Cordillera del Condor,1995-01-26,1995-12-31
404,1990,파키스탄,파키스탄 정부,MQM,정부/권력,소규모,내전,아시아,70.0,70.0,70.0,없음,종료,소규모,,1990-02-11,1990-02-11
404,1994,파키스탄,파키스탄 정부,MQM,정부/권력,소규모,내전,아시아,38.0,38.0,38.0,없음,진행중,소규모,,1990-02-11,
404,1995,파키스탄,파키스탄 정부,MQM,정부/권력,소규모,내전,아시아,52.0,52.0,55.0,없음,진행중,소규모,,1990-02-11,
404,1996,파키스탄,파키스탄 정부,MQM,정부/권력,소규모,내전,아시아,42.0,42.0,42.0,없음,종료,소규모,,1990-02-11,1996-09-04
404,2007,파키스탄,파키스탄 정부,TTP,정부/권력,소규모,내전,아시아,585.0,585.0,727.0,없음,진행중,중규모,,1990-02-11,
404,2008,파키스탄,파키스탄 정부,TTP,정부/권력,전면전,내전,아시아,2998.0,2980.0,3699.0,있음,진행중,대규모,,1990-02-11,
404,2009,파키스탄,파키스탄 정부,"Lashkar-e-Islam, TTP",정부/권력,전면전,내전,아시아,6303.0,4774.0,6721.0,있음,진행중,대규모,,1990-02-11,
404,2010,파키스탄,파키스탄 정부,"Lashkar-e-Islam, TTP",정부/권력,전면전,내전,아시아,5574.0,5322.0,6409.0,있음,진행중,대규모,,1990-02-11,
404,2011,파키스탄,파키스탄 정부,TTP,정부/권력,전면전,내전,아시아,2598.0,2561.0,2909.0,있음,진행중,대규모,,1990-02-11,
404,2012,파키스탄,파키스탄 정부,"Lashkar-e-Islam, TTP, TTP - TA",정부/권력,전면전,내전,아시아,2673.0,2673.0,2742.0,있음,진행중,대규모,,1990-02-11,
404,2013,파키스탄,파키스탄 정부,"Lashkar-e-Islam, TTP",정부/권력,전면전,내전,아시아,1729.0,1729.0,1758.0,있음,진행중,대규모,,1990-02-11,
404,2014,파키스탄,파키스탄 정부,"IMU, Jamaat-ul-Ahrar, Lashkar-e-Islam, TTP",정부/권력,전면전,내전,아시아,2947.0,2945.0,3016.0,있음,진행중,대규모,,1990-02-11,
404,2015,파키스탄,파키스탄 정부,TTP,정부/권력,전면전,비국가분쟁,아시아,1954.0,1954.0,1989.0,있음,진행중,대규모,,1990-02-11,
404,2016,파키스탄,파키스탄 정부,TTP,정부/권력,소규모,비국가분쟁,아시아,526.0,526.0,534.0,있음,진행중,중규모,,1990-02-11,
404,2017,파키스탄,파키스탄 정부,TTP,정부/권력,소규모,비국가분쟁,아시아,506.0,506.0,507.0,있음,진행중,중규모,,1990-02-11,
404,2018,파키스탄,파키스탄 정부,TTP,정부/권력,소규모,비국가분쟁,아시아,147.0,147.0,155.0,있음,진행중,중규모,,1990-02-11,
404,2019,파키스탄,파키스탄 정부,TTP,정부/권력,소규모,내전,아시아,148.0,148.0,153.0,있음,진행중,중규모,,1990-02-11,
404,2020,파키스탄,파키스탄 정부,TTP,정부/권력,소규모,내전,아시아,186.0,186.0,186.0,있음,진행중,중규모,,1990-02-11,
404,2021,파키스탄,파키스탄 정부,TTP,정부/권력,소규모,내전,아시아,259.0,257.0,273.0,있음,진행중,중규모,,1990-02-11,
404,2022,파키스탄,파키스탄 정부,TTP,정부/권력,소규모,내전,아시아,494.0,492.0,525.0,있음,진행중,중규모,,1990-02-11,
404,2023,파키스탄,파키스탄 정부,"HGB, TJP, TTP",정부/권력,소규모,내전,아시아,872.0,834.0,879.0,있음,진행중,중규모,,1990-02-11,
404,2024,파키스탄,파키스탄 정부,"HGB, TTP",정부/권력,전면전,내전,아시아,1304.0,1284.0,1380.0,있음,진행중,대규모,,1990-02-11,
405,1996,"카메룬, 나이지리아",카메룬 정부,Government of Nigeria,영토,소규모,국제화내전,아프리카,56.0,56.0,57.0,없음,종료,소규모,Bakassi,1994-02-18,1996-05-07
406,1995,니제르,니제르 정부,FDR,영토,소규모,내전,아프리카,34.0,34.0,34.0,없음,종료,소규모,Eastern Niger,1995-03-23,1995-07-10
407,1997,코모로,Comoros 정부,MPA/Republic of Anjouan,영토,소규모,내전,아프리카,56.0,56.0,78.0,없음,종료,소규모,Anjouan,1997-09-03,1997-09-05
408,1993,콩고,콩고 정부,Ninjas,정부/권력,소규모,내전,아프리카,53.0,53.0,53.0,없음,종료,소규모,,1993-11-03,1993-12-27
408,1997,콩고,콩고 정부,"Cobras, Cocoyes",정부/권력,전면전,비국가분쟁,아프리카,10033.0,10033.0,20033.0,있음,진행중,대규모,,1993-11-03,
408,1998,콩고,콩고 정부,"Cocoyes, Ninjas, Ntsiloulous",정부/권력,전면전,비국가분쟁,아프리카,3272.0,3272.0,3476.0,있음,진행중,대규모,,1993-11-03,
408,1999,콩고,콩고 정부,"Cocoyes, Ntsiloulous",정부/권력,소규모,비국가분쟁,아프리카,626.0,626.0,1516.0,있음,종료,중규모,,1993-11-03,1999-12-06
408,2002,콩고,콩고 정부,Ntsiloulous,정부/권력,소규모,비국가분쟁,아프리카,167.0,167.0,171.0,있음,종료,중규모,,1993-11-03,2002-12-31
408,2016,콩고,콩고 정부,Ntsiloulous,정부/권력,소규모,내전,아프리카,73.0,73.0,73.0,있음,종료,소규모,,1993-11-03,2016-12-10
409,1998,"에리트레아, 에티오피아",에리트레아 정부,Government of Ethiopia,영토,전면전,국제화내전,아프리카,1000.0,218.0,1980.0,있음,진행중,대규모,Common border,1998-05-06,
409,1999,"에리트레아, 에티오피아",에리트레아 정부,Government of Ethiopia,영토,전면전,국제화내전,아프리카,47192.0,47192.0,47192.0,있음,진행중,대규모,Common border,1998-05-06,
409,2000,"에리트레아, 에티오피아",에리트레아 정부,Government of Ethiopia,영토,전면전,국제화내전,아프리카,50000.0,50000.0,50000.0,있음,종료,대규모,Common border,1998-05-06,2000-06-18
409,2016,"에리트레아, 에티오피아",에리트레아 정부,Government of Ethiopia,영토,소규모,국제화내전,아프리카,25.0,25.0,200.0,있음,종료,소규모,Common border,1998-05-06,2016-06-13
410,1998,기니비사우,기니비사우 정부,"Military Junta for the Consolidation of Democracy, Peace and Justice",정부/권력,소규모,비국가분쟁,아프리카,505.0,501.0,702.0,없음,진행중,중규모,,1998-06-07,
410,1999,기니비사우,기니비사우 정부,"Military Junta for the Consolidation of Democracy, Peace and Justice",정부/권력,소규모,비국가분쟁,아프리카,199.0,154.0,225.0,없음,종료,중규모,,1998-06-07,1999-05-07
411,1998,레소토,Lesotho 정부,Military faction (Lesotho),정부/권력,소규모,비국가분쟁,아프리카,78.0,78.0,78.0,없음,종료,소규모,,1998-09-03,1998-09-28
412,1998,세르비아,Serbia (Yugoslavia) 정부,UCK,영토,전면전,내전,유럽,1235.0,651.0,2288.0,있음,진행중,대규모,Kosovo,1996-04-22,
412,1999,세르비아,Serbia (Yugoslavia) 정부,UCK,영토,전면전,비국가분쟁,유럽,1404.0,1349.0,3074.0,있음,종료,대규모,Kosovo,1996-04-22,1999-11-21
413,1977,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,0.0,0.0,0.0,없음,진행중,미확인,Oromiya,1974-08-31,
413,1978,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,0.0,0.0,0.0,없음,종료,미확인,Oromiya,1974-08-31,1978-12-31
413,1980,에티오피아,에티오피아 정부,OLF,영토,소규모,비국가분쟁,아프리카,0.0,0.0,0.0,없음,진행중,미확인,Oromiya,1974-08-31,
413,1981,에티오피아,에티오피아 정부,OLF,영토,전면전,내전,아프리카,0.0,0.0,0.0,있음,종료,미확인,Oromiya,1974-08-31,1981-12-31
413,1983,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Oromiya,1974-08-31,
413,1984,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Oromiya,1974-08-31,
413,1985,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Oromiya,1974-08-31,
413,1986,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Oromiya,1974-08-31,
413,1987,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Oromiya,1974-08-31,
413,1988,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,0.0,0.0,0.0,있음,진행중,미확인,Oromiya,1974-08-31,
413,1989,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,25.0,25.0,150.0,있음,진행중,소규모,Oromiya,1974-08-31,
413,1990,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,80.0,80.0,3036.0,있음,진행중,소규모,Oromiya,1974-08-31,
413,1991,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,700.0,700.0,1330.0,있음,진행중,중규모,Oromiya,1974-08-31,
413,1992,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,165.0,165.0,275.0,있음,종료,중규모,Oromiya,1974-08-31,1992-06-30
413,1994,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,25.0,25.0,42.0,있음,진행중,소규모,Oromiya,1974-08-31,
413,1995,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,25.0,1.0,402.0,있음,종료,소규모,Oromiya,1974-08-31,1995-12-31
413,1998,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,25.0,25.0,25.0,있음,진행중,소규모,Oromiya,1974-08-31,
413,1999,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,683.0,372.0,2914.0,있음,진행중,중규모,Oromiya,1974-08-31,
413,2000,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,25.0,25.0,608.0,있음,진행중,소규모,Oromiya,1974-08-31,
413,2001,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,25.0,10.0,876.0,있음,진행중,소규모,Oromiya,1974-08-31,
413,2002,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,25.0,25.0,1434.0,있음,진행중,소규모,Oromiya,1974-08-31,
413,2003,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,25.0,25.0,76.0,있음,진행중,소규모,Oromiya,1974-08-31,
413,2004,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,25.0,0.0,167.0,있음,진행중,소규모,Oromiya,1974-08-31,
413,2005,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,25.0,0.0,75.0,있음,진행중,소규모,Oromiya,1974-08-31,
413,2006,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,25.0,0.0,202.0,있음,진행중,소규모,Oromiya,1974-08-31,
413,2007,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,25.0,0.0,361.0,있음,진행중,소규모,Oromiya,1974-08-31,
413,2008,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,25.0,25.0,175.0,있음,진행중,소규모,Oromiya,1974-08-31,
413,2009,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,42.0,42.0,97.0,있음,진행중,소규모,Oromiya,1974-08-31,
413,2010,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,25.0,25.0,128.0,있음,진행중,소규모,Oromiya,1974-08-31,
413,2011,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,25.0,0.0,174.0,있음,진행중,소규모,Oromiya,1974-08-31,
413,2012,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,25.0,25.0,162.0,있음,진행중,소규모,Oromiya,1974-08-31,
413,2013,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,25.0,25.0,93.0,있음,종료,소규모,Oromiya,1974-08-31,2013-12-31
413,2015,에티오피아,에티오피아 정부,OLF,영토,소규모,내전,아프리카,25.0,25.0,110.0,있음,진행중,소규모,Oromiya,1974-08-31,
