분쟁ID,연도,발생지,정부군(교전A),반군/적대측(교전B),분쟁원인,전쟁강도,분쟁유형,지역,사망자_추정치
337,2001,소말리아,소말리아 정부,SRRC,정부/권력,소규모,내전,,228
337,2002,소말리아,소말리아 정부,SRRC,정부/권력,소규모,내전,,114
337,2006,소말리아,소말리아 정부,ARS/UIC,정부/권력,소규모,국제화된 내전,,547
337,2007,소말리아,소말리아 정부,ARS/UIC,정부/권력,전면전,국제화된 내전,,1546
337,2008,소말리아,소말리아 정부,"Al-Shabaab, ARS/UIC",정부/권력,전면전,국제화된 내전,,1491
337,2009,소말리아,소말리아 정부,"Al-Shabaab, Hizbul Islam",정부/권력,전면전,국제화된 내전,,1467
337,2010,소말리아,소말리아 정부,"Al-Shabaab, Hizbul Islam",정부/권력,전면전,국제화된 내전,,2150
337,2011,소말리아,소말리아 정부,Al-Shabaab,정부/권력,전면전,국제화된 내전,,1938
337,2012,소말리아,소말리아 정부,Al-Shabaab,정부/권력,전면전,국제화된 내전,,2646
337,2013,소말리아,소말리아 정부,Al-Shabaab,정부/권력,소규모,국제화된 내전,,940
337,2014,소말리아,소말리아 정부,Al-Shabaab,정부/권력,전면전,국제화된 내전,,1153
337,2015,소말리아,소말리아 정부,Al-Shabaab,정부/권력,전면전,국제화된 내전,,1206
337,2016,소말리아,소말리아 정부,Al-Shabaab,정부/권력,전면전,국제화된 내전,,1933
337,2017,소말리아,소말리아 정부,Al-Shabaab,정부/권력,전면전,국제화된 내전,,1918
337,2018,소말리아,소말리아 정부,Al-Shabaab,정부/권력,전면전,국제화된 내전,,2083
337,2019,소말리아,소말리아 정부,Al-Shabaab,정부/권력,전면전,국제화된 내전,,1910
337,2020,소말리아,소말리아 정부,Al-Shabaab,정부/권력,전면전,국제화된 내전,,1901
337,2021,소말리아,소말리아 정부,Al-Shabaab,정부/권력,전면전,국제화된 내전,,2119
337,2022,소말리아,소말리아 정부,Al-Shabaab,정부/권력,전면전,국제화된 내전,,3034
337,2023,소말리아,소말리아 정부,Al-Shabaab,정부/권력,전면전,국제화된 내전,,3859
337,2024,소말리아,소말리아 정부,Al-Shabaab,정부/권력,전면전,국제화된 내전,,2193
338,1991,이란,이란 정부,MEK,정부/권력,소규모,내전,,45
338,1993,이란,이란 정부,MEK,정부/권력,소규모,내전,,76
338,1997,이란,이란 정부,MEK,정부/권력,소규모,내전,,38
338,1999,이란,이란 정부,MEK,정부/권력,소규모,내전,,28
338,2000,이란,이란 정부,MEK,정부/권력,소규모,내전,,40
338,2001,이란,이란 정부,MEK,정부/권력,소규모,내전,,119
338,2005,이란,이란 정부,PJAK,정부/권력,소규모,내전,,28
338,2006,이란,이란 정부,"Jondullah, PJAK",정부/권력,소규모,내전,,57
338,2007,이란,이란 정부,"Jondullah, PJAK",정부/권력,소규모,내전,,86
338,2008,이란,이란 정부,"Jondullah, PJAK",정부/권력,소규모,내전,,121
338,2009,이란,이란 정부,"Jondullah, PJAK",정부/권력,소규모,내전,,133
338,2010,이란,이란 정부,Jondullah,정부/권력,소규모,내전,,74
338,2011,이란,이란 정부,PJAK,정부/권력,소규모,내전,,242
338,2018,이란,이란 정부,PJAK,정부/권력,소규모,내전,,28
338,2019,이란,이란 정부,Jaish al-Adl,정부/권력,소규모,내전,,31
338,2020,이란,이란 정부,PJAK,정부/권력,소규모,내전,,35
338,2021,이란,이란 정부,PJAK,정부/권력,소규모,내전,,30
338,2023,이란,이란 정부,Jaish al-Adl,정부/권력,소규모,내전,,34
338,2024,이란,이란 정부,Jaish al-Adl,정부/권력,소규모,내전,,113
341,1989,라이베리아,라이베리아 정부,NPFL,정부/권력,소규모,내전,,27
341,1990,라이베리아,라이베리아 정부,"INPFL, NPFL",정부/권력,소규모,내전,,347
341,2000,라이베리아,라이베리아 정부,LURD,정부/권력,소규모,내전,,57
341,2001,라이베리아,라이베리아 정부,LURD,정부/권력,소규모,내전,,341
341,2002,라이베리아,라이베리아 정부,LURD,정부/권력,소규모,내전,,492
341,2003,라이베리아,라이베리아 정부,"LURD, MODEL",정부/권력,전면전,내전,,1787
342,1991,스페인,스페인 정부,ETA,영토,소규모,내전,,45
343,2013,튀니지,튀니지 정부,AQIM,정부/권력,소규모,내전,,29
343,2014,튀니지,튀니지 정부,AQIM,정부/권력,소규모,내전,,50
343,2015,튀니지,튀니지 정부,"AQIM, JAK-T",정부/권력,소규모,내전,,59
347,1993,인도,인도 정부,UNLF,영토,소규모,내전,,25
347,1994,인도,인도 정부,UNLF,영토,소규모,내전,,25
347,1995,인도,인도 정부,PLA,영토,소규모,내전,,25
347,1996,인도,인도 정부,PLA,영토,소규모,내전,,28
347,1998,인도,인도 정부,PLA,영토,소규모,내전,,25
347,1999,인도,인도 정부,UNLF,영토,소규모,내전,,31
347,2000,인도,인도 정부,"PLA, UNLF",영토,소규모,내전,,60
347,2003,인도,인도 정부,UNLF,영토,소규모,내전,,27
347,2004,인도,인도 정부,"PLA, UNLF",영토,소규모,내전,,60
347,2005,인도,인도 정부,UNLF,영토,소규모,내전,,47
347,2006,인도,인도 정부,"PLA, UNLF",영토,소규모,내전,,73
347,2007,인도,인도 정부,UNLF,영토,소규모,내전,,45
347,2008,인도,인도 정부,"KCP, PREPAK",영토,소규모,내전,,99
347,2009,인도,인도 정부,"KCP, PREPAK, UNLF",영토,소규모,내전,,96
351,1989,인도,인도 정부,Sikh insurgents,영토,소규모,내전,,905
351,1990,인도,인도 정부,Sikh insurgents,영토,전면전,내전,,1839
351,1991,인도,인도 정부,Sikh insurgents,영토,전면전,내전,,2673
351,1992,인도,인도 정부,Sikh insurgents,영토,전면전,내전,,2390
351,1993,인도,인도 정부,Sikh insurgents,영토,소규모,내전,,358
352,1989,스리랑카,스리랑카 정부,"EPRLF, LTTE",영토,소규모,내전,,145
352,1990,스리랑카,스리랑카 정부,LTTE,영토,전면전,내전,,3561
352,1991,스리랑카,스리랑카 정부,LTTE,영토,전면전,내전,,6432
352,1992,스리랑카,스리랑카 정부,LTTE,영토,전면전,내전,,4091
352,1993,스리랑카,스리랑카 정부,LTTE,영토,전면전,내전,,2075
352,1994,스리랑카,스리랑카 정부,LTTE,영토,소규모,내전,,657
352,1995,스리랑카,스리랑카 정부,LTTE,영토,전면전,내전,,4755
352,1996,스리랑카,스리랑카 정부,LTTE,영토,전면전,내전,,3868
352,1997,스리랑카,스리랑카 정부,LTTE,영토,전면전,내전,,2880
352,1998,스리랑카,스리랑카 정부,LTTE,영토,전면전,내전,,3762
352,1999,스리랑카,스리랑카 정부,LTTE,영토,전면전,내전,,1882
352,2000,스리랑카,스리랑카 정부,LTTE,영토,전면전,내전,,2525
352,2001,스리랑카,스리랑카 정부,LTTE,영토,전면전,내전,,1144
352,2003,스리랑카,스리랑카 정부,LTTE,영토,소규모,내전,,29
352,2005,스리랑카,스리랑카 정부,LTTE,영토,소규모,내전,,88
352,2006,스리랑카,스리랑카 정부,LTTE,영토,전면전,내전,,1970
352,2007,스리랑카,스리랑카 정부,LTTE,영토,전면전,내전,,2494
352,2008,스리랑카,스리랑카 정부,LTTE,영토,전면전,내전,,8262
352,2009,스리랑카,스리랑카 정부,LTTE,영토,전면전,내전,,10165
353,2015,카메룬,카메룬 정부,JAS,정부/권력,소규모,국제화된 내전,,712
353,2016,카메룬,카메룬 정부,JAS,정부/권력,소규모,내전,,32
353,2017,카메룬,카메룬 정부,JAS,정부/권력,소규모,내전,,63
353,2020,카메룬,카메룬 정부,JAS,정부/권력,소규모,내전,,28
353,2022,카메룬,카메룬 정부,JAS,정부/권력,소규모,내전,,31
353,2023,카메룬,카메룬 정부,JAS,정부/권력,소규모,내전,,113
353,2024,카메룬,카메룬 정부,JAS,정부/권력,소규모,내전,,63
354,1989,터키,터키 정부,PKK,영토,소규모,내전,,442
354,1990,터키,터키 정부,PKK,영토,소규모,내전,,526
354,1991,터키,터키 정부,PKK,영토,소규모,내전,,368
354,1992,터키,터키 정부,PKK,영토,전면전,내전,,1659
354,1993,터키,터키 정부,PKK,영토,전면전,내전,,2304
354,1994,터키,터키 정부,PKK,영토,전면전,내전,,4159
354,1995,터키,터키 정부,PKK,영토,전면전,내전,,3725
354,1996,터키,터키 정부,PKK,영토,전면전,내전,,3962
354,1997,터키,터키 정부,PKK,영토,전면전,내전,,3866
354,1998,터키,터키 정부,PKK,영토,전면전,내전,,2073
354,1999,터키,터키 정부,PKK,영토,전면전,내전,,1360
354,2000,터키,터키 정부,PKK,영토,소규모,내전,,176
354,2001,터키,터키 정부,PKK,영토,소규모,내전,,132
354,2002,터키,터키 정부,PKK,영토,소규모,내전,,54
354,2003,터키,터키 정부,PKK,영토,소규모,내전,,82
354,2004,터키,터키 정부,PKK,영토,소규모,내전,,195
354,2005,터키,터키 정부,PKK,영토,소규모,내전,,263
354,2006,터키,터키 정부,PKK,영토,소규모,내전,,225
354,2007,터키,터키 정부,PKK,영토,소규모,내전,,499
354,2008,터키,터키 정부,PKK,영토,소규모,내전,,588
354,2009,터키,터키 정부,PKK,영토,소규모,내전,,147
354,2010,터키,터키 정부,PKK,영토,소규모,내전,,355
354,2011,터키,터키 정부,PKK,영토,소규모,내전,,558
354,2012,터키,터키 정부,PKK,영토,소규모,내전,,853
354,2013,터키,터키 정부,PKK,영토,소규모,내전,,31
354,2015,터키,터키 정부,PKK,영토,소규모,내전,,907
354,2016,터키,터키 정부,PKK,영토,전면전,내전,,1066
354,2017,터키,터키 정부,PKK,영토,소규모,내전,,731
354,2018,터키,터키 정부,PKK,영토,소규모,내전,,921
354,2019,터키,터키 정부,PKK,영토,소규모,내전,,590
354,2020,터키,터키 정부,PKK,영토,소규모,내전,,412
354,2021,터키,터키 정부,PKK,영토,소규모,내전,,475
354,2022,터키,터키 정부,PKK,영토,소규모,내전,,748
354,2023,터키,터키 정부,PKK,영토,소규모,내전,,372
354,2024,터키,터키 정부,PKK,영토,소규모,내전,,209
358,2022,토고,토고 정부,JNIM,정부/권력,소규모,내전,,34
358,2023,토고,토고 정부,JNIM,정부/권력,소규모,내전,,29
358,2024,토고,토고 정부,JNIM,정부/권력,소규모,내전,,46
360,2018,Burkina Faso,Burkina Faso 정부,JNIM,정부/권력,소규모,국제화된 내전,,79
360,2019,Burkina Faso,Burkina Faso 정부,JNIM,정부/권력,소규모,국제화된 내전,,271
360,2020,Burkina Faso,Burkina Faso 정부,JNIM,정부/권력,소규모,국제화된 내전,,352
360,2021,Burkina Faso,Burkina Faso 정부,JNIM,정부/권력,소규모,국제화된 내전,,821
360,2022,Burkina Faso,Burkina Faso 정부,JNIM,정부/권력,전면전,국제화된 내전,,1691
360,2023,Burkina Faso,Burkina Faso 정부,JNIM,정부/권력,전면전,국제화된 내전,,3791
360,2024,Burkina Faso,Burkina Faso 정부,JNIM,정부/권력,전면전,국제화된 내전,,2136
362,1989,Comoros,Comoros 정부,Presidential guard,정부/권력,소규모,내전,,29
363,1996,에티오피아,에티오피아 정부,ARDUF,영토,소규모,내전,,25
364,1990,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,474
364,1991,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,330
364,1992,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,265
364,1993,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,846
364,1994,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,958
364,1995,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,687
364,1996,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,489
364,1997,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,533
364,1998,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,576
364,1999,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,864
364,2000,인도,인도 정부,Kashmir insurgents,영토,전면전,내전,,2356
364,2001,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,893
364,2002,인도,인도 정부,Kashmir insurgents,영토,전면전,내전,,1499
364,2003,인도,인도 정부,Kashmir insurgents,영토,전면전,내전,,1328
364,2004,인도,인도 정부,Kashmir insurgents,영토,전면전,내전,,1413
364,2005,인도,인도 정부,Kashmir insurgents,영토,전면전,내전,,1058
364,2006,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,705
364,2007,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,550
364,2008,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,500
364,2009,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,361
364,2010,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,370
364,2011,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,140
364,2012,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,144
364,2013,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,146
364,2014,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,179
364,2015,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,165
364,2016,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,282
364,2017,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,322
364,2018,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,386
364,2019,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,267
364,2020,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,311
364,2021,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,250
364,2022,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,235
364,2023,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,119
364,2024,인도,인도 정부,Kashmir insurgents,영토,소규모,내전,,112
365,1990,인도,인도 정부,ULFA,영토,소규모,내전,,30
365,1994,인도,인도 정부,ULFA,영토,소규모,내전,,25
365,1995,인도,인도 정부,ULFA,영토,소규모,내전,,29
365,1996,인도,인도 정부,ULFA,영토,소규모,내전,,48
365,1997,인도,인도 정부,ULFA,영토,소규모,내전,,112
365,1998,인도,인도 정부,ULFA,영토,소규모,내전,,55
365,1999,인도,인도 정부,ULFA,영토,소규모,내전,,53
365,2000,인도,인도 정부,ULFA,영토,소규모,내전,,87
365,2001,인도,인도 정부,ULFA,영토,소규모,내전,,113
365,2002,인도,인도 정부,ULFA,영토,소규모,내전,,59
365,2003,인도,인도 정부,ULFA,영토,소규모,내전,,43
365,2004,인도,인도 정부,ULFA,영토,소규모,내전,,70
365,2005,인도,인도 정부,ULFA,영토,소규모,내전,,78
365,2006,인도,인도 정부,ULFA,영토,소규모,내전,,49
365,2007,인도,인도 정부,ULFA,영토,소규모,내전,,114
365,2008,인도,인도 정부,ULFA,영토,소규모,내전,,75
365,2009,인도,인도 정부,ULFA,영토,소규모,내전,,63
365,2010,인도,인도 정부,ULFA,영토,소규모,내전,,32
366,1990,인도네시아,인도네시아 정부,GAM,영토,소규모,내전,,72
366,1991,인도네시아,인도네시아 정부,GAM,영토,소규모,내전,,58
366,1999,인도네시아,인도네시아 정부,GAM,영토,소규모,내전,,187
366,2000,인도네시아,인도네시아 정부,GAM,영토,소규모,내전,,286
366,2001,인도네시아,인도네시아 정부,GAM,영토,소규모,내전,,278
366,2002,인도네시아,인도네시아 정부,GAM,영토,소규모,내전,,466
366,2003,인도네시아,인도네시아 정부,GAM,영토,소규모,내전,,868
366,2004,인도네시아,인도네시아 정부,GAM,영토,소규모,내전,,935
366,2005,인도네시아,인도네시아 정부,GAM,영토,소규모,내전,,213
367,1989,파나마,파나마 정부,Military faction (forces of Moisés Giroldi),정부/권력,소규모,내전,,77
368,1989,"파나마, United States of America",파나마 정부,United States of America 정부,정부/권력,소규모,국가간,,843
369,1990,파푸아뉴기니,파푸아뉴기니 정부,BRA,영토,소규모,내전,,55
369,1992,파푸아뉴기니,파푸아뉴기니 정부,BRA,영토,소규모,내전,,35
369,1993,파푸아뉴기니,파푸아뉴기니 정부,BRA,영토,소규모,내전,,34
369,1994,파푸아뉴기니,파푸아뉴기니 정부,BRA,영토,소규모,내전,,26
369,1995,파푸아뉴기니,파푸아뉴기니 정부,BRA,영토,소규모,내전,,29
369,1996,파푸아뉴기니,파푸아뉴기니 정부,BRA,영토,소규모,내전,,78
370,1989,루마니아,루마니아 정부,"Military faction (forces of Nicolae Ceausescu), NSF",정부/권력,소규모,내전,,249
371,1990,"이라크, 쿠웨이트",이라크 정부,쿠웨이트 정부,영토,전면전,국가간,,1058
371,1991,"이라크, 쿠웨이트",이라크 정부,쿠웨이트 정부,영토,전면전,국가간,,21790
372,1990,말리,말리 정부,MPA,영토,소규모,내전,,457
372,1991,말리,말리 정부,FPLA,영토,소규모,내전,,59
372,1994,말리,말리 정부,FIAA,영토,소규모,내전,,106
372,2007,말리,말리 정부,ATNMC,영토,소규모,내전,,39
372,2008,말리,말리 정부,ATNMC,영토,소규모,내전,,112
372,2009,말리,말리 정부,ATNMC,영토,소규모,내전,,39
372,2012,말리,말리 정부,CMA,영토,소규모,내전,,131
372,2014,말리,말리 정부,CMA,영토,소규모,내전,,94
372,2015,말리,말리 정부,CMA,영토,소규모,국제화된 내전,,54
373,1994,니제르,니제르 정부,CRA,영토,소규모,내전,,50
374,1990,르완다,르완다 정부,FPR,정부/권력,전면전,국제화된 내전,,1126
374,1991,르완다,르완다 정부,FPR,정부/권력,소규모,내전,,153
374,1992,르완다,르완다 정부,FPR,정부/권력,소규모,내전,,87
374,1993,르완다,르완다 정부,FPR,정부/권력,소규모,내전,,353
374,1994,르완다,르완다 정부,FPR,정부/권력,전면전,내전,,1882
374,1996,르완다,르완다 정부,ALiR,정부/권력,소규모,내전,,124
374,1997,르완다,르완다 정부,ALiR,정부/권력,전면전,내전,,1086
374,1998,르완다,르완다 정부,ALiR,정부/권력,전면전,내전,,1096
374,1999,르완다,르완다 정부,ALiR,정부/권력,소규모,내전,,315
374,2000,르완다,르완다 정부,ALiR,정부/권력,소규모,내전,,155
374,2001,르완다,르완다 정부,FDLR-FOCA,정부/권력,전면전,내전,,2044
374,2002,르완다,르완다 정부,FDLR-FOCA,정부/권력,소규모,내전,,83
374,2009,르완다,르완다 정부,FDLR-FOCA,정부/권력,전면전,국제화된 내전,,1807
374,2010,르완다,르완다 정부,FDLR-FOCA,정부/권력,소규모,국제화된 내전,,208
374,2011,르완다,르완다 정부,FDLR-FOCA,정부/권력,소규모,국제화된 내전,,116
374,2012,르완다,르완다 정부,FDLR-FOCA,정부/권력,소규모,국제화된 내전,,83
374,2016,르완다,르완다 정부,FDLR-FOCA,정부/권력,소규모,국제화된 내전,,136
374,2019,르완다,르완다 정부,"FDLR-FOCA, FDLR-RUD, RMDC",정부/권력,소규모,국제화된 내전,,226
374,2020,르완다,르완다 정부,"FDLR-FOCA, FDLR-RUD, RMDC",정부/권력,소규모,국제화된 내전,,134
374,2022,르완다,르완다 정부,FDLR-FOCA,정부/권력,소규모,내전,,25
374,2023,르완다,르완다 정부,FDLR-FOCA,정부/권력,소규모,내전,,132
374,2024,르완다,르완다 정부,FDLR-FOCA,정부/권력,소규모,내전,,44
375,1990,세네갈,세네갈 정부,MFDC,영토,소규모,내전,,58
375,1992,세네갈,세네갈 정부,MFDC,영토,소규모,내전,,78
375,1993,세네갈,세네갈 정부,MFDC,영토,소규모,내전,,233
375,1995,세네갈,세네갈 정부,MFDC,영토,소규모,내전,,299
375,1997,세네갈,세네갈 정부,MFDC,영토,소규모,내전,,319
375,1998,세네갈,세네갈 정부,MFDC,영토,소규모,내전,,242
375,2000,세네갈,세네갈 정부,MFDC,영토,소규모,내전,,47
375,2001,세네갈,세네갈 정부,MFDC,영토,소규모,내전,,33
375,2003,세네갈,세네갈 정부,MFDC,영토,소규모,내전,,39
375,2011,세네갈,세네갈 정부,MFDC,영토,소규모,내전,,25
376,1990,러시아,러시아 정부,Republic of Armenia,영토,소규모,내전,,49
376,1991,러시아,러시아 정부,Republic of Armenia,영토,소규모,내전,,220
377,1990,러시아,러시아 정부,APF,영토,소규모,내전,,143
378,1990,Trinidad and Tobago,Trinidad and Tobago 정부,Jamaat al-Muslimeen,정부/권력,소규모,내전,,39
379,1991,지부티,지부티 정부,FRUD,정부/권력,소규모,내전,,60
379,1992,지부티,지부티 정부,FRUD,정부/권력,소규모,내전,,129
379,1993,지부티,지부티 정부,FRUD,정부/권력,소규모,내전,,33
379,1994,지부티,지부티 정부,FRUD,정부/권력,소규모,내전,,39
379,1999,지부티,지부티 정부,FRUD-C,정부/권력,소규모,내전,,25
380,1991,조지아,조지아 정부,National Guard and Mkhedrioni,정부/권력,소규모,내전,,52
380,1992,조지아,조지아 정부,Zviadists,정부/권력,소규모,내전,,71
380,1993,조지아,조지아 정부,Zviadists,정부/권력,소규모,내전,,152
381,1989,아이티,아이티 정부,Military faction (forces of Himmler Rebu and Guy Francois),정부/권력,소규모,내전,,48
381,1991,아이티,아이티 정부,Military faction (forces of Raol Cédras),정부/권력,소규모,내전,,160
381,2004,아이티,아이티 정부,"FLRN, OP Lavalas",정부/권력,소규모,내전,,207
381,2024,아이티,아이티 정부,Viv Ansanm,정부/권력,소규모,국제화된 내전,,193
382,1991,시이에라리온,시이에라리온 정부,RUF,정부/권력,소규모,국제화된 내전,,552
382,1992,시이에라리온,시이에라리온 정부,RUF,정부/권력,소규모,국제화된 내전,,218
382,1993,시이에라리온,시이에라리온 정부,RUF,정부/권력,소규모,국제화된 내전,,415
382,1994,시이에라리온,시이에라리온 정부,RUF,정부/권력,소규모,국제화된 내전,,628
382,1995,시이에라리온,시이에라리온 정부,RUF,정부/권력,전면전,국제화된 내전,,1472
382,1996,시이에라리온,시이에라리온 정부,RUF,정부/권력,소규모,국제화된 내전,,570
382,1997,시이에라리온,시이에라리온 정부,"AFRC, Kamajors, RUF",정부/권력,소규모,국제화된 내전,,748
382,1998,시이에라리온,시이에라리온 정부,"AFRC, Kamajors, RUF",정부/권력,전면전,국제화된 내전,,3287
382,1999,시이에라리온,시이에라리온 정부,"AFRC, RUF",정부/권력,전면전,국제화된 내전,,3153
382,2000,시이에라리온,시이에라리온 정부,"RUF, WSB",정부/권력,소규모,국제화된 내전,,382
382,2001,시이에라리온,시이에라리온 정부,RUF,정부/권력,소규모,내전,,48
383,1991,터키,터키 정부,DHKP-C,정부/권력,소규모,내전,,39
383,1992,터키,터키 정부,DHKP-C,정부/권력,소규모,내전,,71
383,1993,터키,터키 정부,DHKP-C,정부/권력,소규모,내전,,32
383,2000,터키,터키 정부,TKP-ML,정부/권력,소규모,내전,,30
383,2005,터키,터키 정부,MKP,정부/권력,소규모,내전,,30
383,2016,터키,터키 정부,"TAK, Yurtta Sulh Konseyi",정부/권력,소규모,내전,,434
384,1991,Serbia (Yugoslavia),Serbia (Yugoslavia) 정부,Republic of Slovenia,영토,소규모,내전,,64
385,1991,Serbia (Yugoslavia),Serbia (Yugoslavia) 정부,"Croatian irregulars, Republic of Croatia",영토,전면전,내전,,2958
385,1992,Serbia (Yugoslavia),Serbia (Yugoslavia) 정부,Republic of Croatia,영토,소규모,내전,,153
386,1991,알제리,알제리 정부,Takfir wa'l Hijra,정부/권력,소규모,내전,,34
386,1992,알제리,알제리 정부,AIS,정부/권력,소규모,내전,,257
386,1993,알제리,알제리 정부,"AIS, GIA",정부/권력,소규모,내전,,800
386,1994,알제리,알제리 정부,"AIS, GIA",정부/권력,전면전,내전,,1916
386,1995,알제리,알제리 정부,"AIS, GIA",정부/권력,전면전,내전,,3008
386,1996,알제리,알제리 정부,"AIS, GIA",정부/권력,전면전,내전,,1084
386,1997,알제리,알제리 정부,"AIS, GIA",정부/권력,전면전,내전,,1403
386,1998,알제리,알제리 정부,GIA,정부/권력,전면전,내전,,3029
386,1999,알제리,알제리 정부,"AQIM, GIA",정부/권력,전면전,내전,,1031
386,2000,알제리,알제리 정부,"AQIM, GIA",정부/권력,소규모,내전,,947
386,2001,알제리,알제리 정부,"AQIM, GIA",정부/권력,소규모,내전,,642
386,2002,알제리,알제리 정부,"AQIM, GIA",정부/권력,소규모,내전,,539
386,2003,알제리,알제리 정부,"AQIM, GIA",정부/권력,소규모,내전,,670
386,2004,알제리,알제리 정부,AQIM,정부/권력,소규모,국제화된 내전,,451
386,2005,알제리,알제리 정부,AQIM,정부/권력,소규모,내전,,229
386,2006,알제리,알제리 정부,AQIM,정부/권력,소규모,내전,,255
386,2007,알제리,알제리 정부,AQIM,정부/권력,소규모,내전,,472
386,2008,알제리,알제리 정부,AQIM,정부/권력,소규모,내전,,339
386,2009,알제리,알제리 정부,AQIM,정부/권력,소규모,내전,,505
386,2010,알제리,알제리 정부,AQIM,정부/권력,소규모,내전,,236
386,2011,알제리,알제리 정부,AQIM,정부/권력,소규모,내전,,267
386,2012,알제리,알제리 정부,"AQIM, MUJAO",정부/권력,소규모,내전,,256
386,2013,알제리,알제리 정부,AQIM,정부/권력,소규모,내전,,147
386,2014,알제리,알제리 정부,AQIM,정부/권력,소규모,내전,,107
386,2015,알제리,알제리 정부,AQIM,정부/권력,소규모,내전,,84
386,2016,알제리,알제리 정부,AQIM,정부/권력,소규모,내전,,86
386,2017,알제리,알제리 정부,AQIM,정부/권력,소규모,내전,,60
386,2018,알제리,알제리 정부,AQIM,정부/권력,소규모,내전,,33
386,2020,알제리,알제리 정부,AQIM,정부/권력,소규모,내전,,26
387,1991,앙골라,앙골라 정부,FLEC-R,영토,소규모,내전,,25
387,1992,앙골라,앙골라 정부,FLEC-FAC,영토,소규모,내전,,25
387,1994,앙골라,앙골라 정부,"FLEC-FAC, FLEC-R",영토,소규모,내전,,50
387,1995,앙골라,앙골라 정부,FLEC-FAC,영토,소규모,내전,,25
387,1996,앙골라,앙골라 정부,FLEC-FAC,영토,소규모,내전,,29
387,1997,앙골라,앙골라 정부,"FLEC-FAC, FLEC-R",영토,소규모,내전,,51
387,1998,앙골라,앙골라 정부,FLEC-FAC,영토,소규모,내전,,25
387,2002,앙골라,앙골라 정부,"FLEC-FAC, FLEC-R",영토,소규모,내전,,56
387,2003,앙골라,앙골라 정부,FLEC-FAC,영토,소규모,내전,,25
387,2004,앙골라,앙골라 정부,FLEC-FAC,영토,소규모,내전,,25
387,2007,앙골라,앙골라 정부,FLEC-FAC,영토,소규모,내전,,25
387,2009,앙골라,앙골라 정부,FLEC-FAC,영토,소규모,내전,,25
387,2016,앙골라,앙골라 정부,FLEC-FAC-TN,영토,소규모,내전,,25
387,2017,앙골라,앙골라 정부,FLEC-FAC-TN,영토,소규모,내전,,25
387,2019,앙골라,앙골라 정부,FLEC-FAC-TN,영토,소규모,내전,,25
387,2020,앙골라,앙골라 정부,FLEC-FAC-TN,영토,소규모,내전,,25
387,2022,앙골라,앙골라 정부,FLEC-FAC-TN,영토,소규모,내전,,25
387,2024,앙골라,앙골라 정부,FLEC-FAC-TN,영토,소규모,내전,,25
388,1991,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,국제화된 내전,,35
388,1992,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,전면전,국제화된 내전,,2167
388,1993,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,전면전,국제화된 내전,,1171
388,1994,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,전면전,내전,,1507
388,1997,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,국제화된 내전,,29
388,1998,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,국제화된 내전,,34
388,2005,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,국제화된 내전,,25
388,2008,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,국제화된 내전,,30
388,2012,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,국제화된 내전,,25
388,2014,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,국제화된 내전,,46
388,2015,아제르바이잔,아제르바이잔 정부,Republic of Artsakh,영토,소규모,국제화된 내전,,72
